"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ikzf3",5.03681166184326e-13,0.930062094868271,0.935,0.561,8.20849196530595e-09
"Gpx3",6.39864275882068e-13,-1.16584604933037,0.903,0.979,1.04278681040501e-08
"Ahnak",6.5546241394236e-13,-0.914813554568509,1,0.996,1.06820709600186e-08
"Aqp1",1.16800734645665e-12,-1.26946308877158,0.774,0.944,1.90350157252041e-08
"Slc9a3r2",1.44958723946528e-12,-1.22030588951845,0.742,0.949,2.36239232415657e-08
"Tspan7",1.57216797413323e-12,-1.45937164752591,0.29,0.841,2.56216214744492e-08
"Plvap",4.49354604946779e-12,-1.08199893936218,0.935,0.981,7.32313199681766e-08
"Ptpn18",7.04533968506199e-12,0.765587390820678,1,0.912,1.14817900847455e-07
"Ighj4",7.44653881602561e-12,1.45224741892395,1,0.904,1.21356243084769e-07
"Ndst1",7.98253245895948e-12,-1.06553021125075,0.903,0.972,1.30091331483663e-07
"Cyfip2",8.39017194953421e-12,0.838953548058031,0.903,0.524,1.36734632261559e-07
"Ltb",9.09291399028564e-12,0.909175413310358,0.903,0.32,1.48187219299685e-07
"Car4",1.04725245798266e-11,-1.36946390823889,0.29,0.813,1.70670733077434e-07
"Sec14l3",1.12181080709197e-11,-0.909758072395873,0.935,0.992,1.82821507231779e-07
"Clec14a",1.18939351935078e-11,-1.35669653350511,0.387,0.885,1.93835461848597e-07
"Tmcc2",1.58689275560986e-11,-1.32239920975322,0.516,0.893,2.58615912381739e-07
"Ptprcap",1.93166932570439e-11,0.807833261020613,0.871,0.358,3.14804150010045e-07
"Fam189a2",1.93849381752349e-11,-1.14368826025008,0.548,0.943,3.15916337441803e-07
"Iglc1",2.54430274023072e-11,1.50804486705104,1,0.65,4.14645017575401e-07
"Il21r",3.10348137485672e-11,0.865803710497189,0.871,0.446,5.057743596604e-07
"Mif4gd",4.09587326588247e-11,0.800973934558662,0.968,0.698,6.67504466140865e-07
"Vegfa",4.20190333738267e-11,-1.09074856987451,0.871,0.964,6.84784186893253e-07
"Ltbp4",4.27312558049027e-11,-1.14248099334909,0.613,0.942,6.96391275852499e-07
"Jup",4.45953352133851e-11,-1.00987564789188,0.839,0.966,7.26770177972537e-07
"Man1a",6.63598306975561e-11,0.810655577994936,0.968,0.618,1.08146616087807e-06
"Pfn1",6.8519072552344e-11,0.583677478787922,1,0.999,1.11665532538555e-06
"Ptms",7.20901037540132e-11,-0.504501300075725,1,1,1.17485242087915e-06
"Jchain",7.88196260866741e-11,1.44237915964997,1,0.982,1.28452344633453e-06
"Rasip1",9.51485870227012e-11,-1.18817051406158,0.581,0.915,1.55063652270896e-06
"Krt7",1.12016067924663e-10,-0.801463254091168,0.968,0.991,1.82552585896824e-06
"Timp2",1.27398656033187e-10,-0.965610230486625,0.806,0.974,2.07621589737285e-06
"Psap",1.41422710452098e-10,0.492601039429469,1,1,2.30476591223784e-06
"Limd2",3.38419039740173e-10,0.657383506148657,1,0.939,5.5152150906456e-06
"Sec11c",3.68437938945669e-10,0.76638585794367,1,0.942,6.00443309099756e-06
"F2r",3.83229191484991e-10,-1.00806249161307,0.71,0.948,6.2454861336309e-06
"Id1",4.20923005413717e-10,-1.17553078010288,0.484,0.877,6.85978221922734e-06
"Cyp4b1",6.35738750237126e-10,-1.03540812959656,0.677,0.935,1.03606344126144e-05
"Cotl1",8.68715485618935e-10,0.649363201311054,1,0.93,1.41574562691318e-05
"Blnk",1.06620018135597e-09,0.853140782902127,0.806,0.261,1.73758643555583e-05
"Serpina3g",1.12823089739774e-09,0.799603467045919,1,0.963,1.8386778934891e-05
"Hvcn1",1.1317431237785e-09,0.795104265079702,0.903,0.567,1.84440176882182e-05
"Plcg2",1.46921886829405e-09,0.716228402157702,0.806,0.485,2.39438598965881e-05
"Prx",1.5512411307004e-09,-1.00645740993159,0.194,0.666,2.52805767070244e-05
"Fgf1",1.62197557106541e-09,-1.14486102420103,0.323,0.845,2.6433335881653e-05
"Tm4sf1",1.96643374812356e-09,-0.968740622122212,0.645,0.94,3.20469707931697e-05
"S100a6",1.96679612403814e-09,-0.696278926203657,0.968,0.996,3.20528764334495e-05
"Hist1h3d",3.51506831831773e-09,0.739990128709549,0.903,0.599,5.7285068383624e-05
"Bgn",4.15836357472679e-09,-0.950299965418595,0.677,0.94,6.77688511773224e-05
"Fhl1",4.25249301101534e-09,-1.07809909181412,0.516,0.866,6.9302878600517e-05
"Acap1",4.9509472458534e-09,0.746485584875945,0.806,0.379,8.06855872656729e-05
"H2-Eb1",5.36899730330083e-09,0.686205382687652,1,0.999,8.74985490518937e-05
"Mzb1",5.96193287095897e-09,1.21281709563553,0.935,0.556,9.71616199980184e-05
"Tmem204",6.12229488265126e-09,-1.09081585649609,0.484,0.852,9.97750397025676e-05
"Igkc",6.35352476428281e-09,1.13069898147701,1,1,0.000103543393083517
"Gimap1",1.04035545476585e-08,0.656194633390112,1,0.88,0.000169546728463191
"Trbc2",1.56244285559814e-08,0.748924960251492,0.903,0.542,0.00025463131217683
"Ier3",1.62373895701103e-08,-1.01178662144877,0.548,0.875,0.000264620737824088
"Emp2",1.63194503266461e-08,-0.837059720060601,0.839,0.963,0.000265958081973352
"Cenpb",1.63473155955809e-08,-0.801007050747511,0.806,0.971,0.000266412202261182
"Selenop",1.69003499268924e-08,-0.67963776775397,0.968,0.997,0.000275425002758566
"H2-Aa",1.80943212890337e-08,0.699866181572001,1,0.972,0.000294883154047382
"St6galnac4",1.8328419981944e-08,0.671971891136995,0.903,0.571,0.000298698260445741
"Scnn1a",1.98459262799254e-08,-0.994756698358024,0.516,0.864,0.000323429060583944
"Macf1",2.05134576702643e-08,-0.851843028391286,0.774,0.961,0.000334307819652298
"Shisa5",2.16194983635436e-08,0.592972770661353,1,0.948,0.00035233296483067
"Slco2a1",2.21029980534641e-08,-0.992227998061996,0.645,0.876,0.000360212559277304
"Tmem100",2.49050380815159e-08,-0.990751147178035,0.29,0.699,0.000405877405614464
"C3",2.57578937147867e-08,0.788295352086166,1,0.997,0.000419776393869878
"Myct1",3.12194385471778e-08,-0.900685645618552,0.194,0.654,0.000508783190003356
"Ctss",3.1976882899852e-08,0.612958523749938,1,1,0.000521127260618888
"Socs1",3.45989783828299e-08,0.892873743415883,1,0.675,0.000563859550704979
"Pik3cd",3.81464448416937e-08,0.668321432681112,0.968,0.594,0.000621672611585082
"Mgp",4.08111537335144e-08,-0.416641150215664,1,1,0.000665099372395084
"Creld2",4.3927727906199e-08,0.693199629290541,0.935,0.74,0.000715890181687325
"Gng11",4.58795786246004e-08,-0.936274402389613,0.323,0.737,0.000747699492845113
"Eln",4.75624798916045e-08,-0.912472851943572,0.613,0.907,0.000775125734793479
"Nbl1",5.07578922604708e-08,-0.655581330059312,0.968,0.989,0.000827201370168893
"Myo1c",5.13258678827278e-08,-0.648903529538619,0.935,0.996,0.000836457668884815
"Pml",5.72758276253836e-08,0.656434130582184,0.839,0.487,0.000933424162810876
"Igha",5.8461633317687e-08,1.10234913147971,1,1,0.000952749238178345
"Ramp2",6.09911638761721e-08,-0.96701044007005,0.323,0.734,0.000993972997689976
"Dpysl2",6.98096072230774e-08,-0.853269627931983,0.677,0.924,0.00113768716891449
"Fn1",6.98253691212514e-08,-0.827805604068691,0.677,0.934,0.00113794404056903
"Rin3",7.75395914951938e-08,-0.966309601789005,0.387,0.836,0.00126366272259717
"Arhgdib",7.87769920927784e-08,0.584725039599578,1,0.914,0.00128382864013601
"Mycbp2",7.97860453375155e-08,0.675160309692734,0.968,0.732,0.00130027318086549
"Cd93",8.29553103004213e-08,-0.997229602076956,0.452,0.787,0.00135192269196597
"Cdo1",8.68427868664564e-08,-0.989444262470094,0.387,0.744,0.00141527689756264
"Myl12a",1.02343074164185e-07,-0.617015494278235,1,0.996,0.00166788507965372
"Gimap7",1.05008331721169e-07,0.689228308990824,0.871,0.427,0.00171132078205989
"Gucy1a1",1.06784463556567e-07,-0.850597577399086,0.161,0.617,0.00174026640258137
"H2-DMa",1.0843777287269e-07,0.66192664465818,0.968,0.859,0.00176721038450622
"Slpi",1.11538394056323e-07,1.04875674746079,1,0.956,0.00181774120793589
"Cdc42bpg",1.15677980939572e-07,-0.919457361766406,0.71,0.874,0.0018852040553722
"Ctnna1",1.19254731332231e-07,-0.795209155429451,0.613,0.938,0.00194349435652136
"Afap1l1",1.20861858705148e-07,-0.895565392175472,0.29,0.689,0.0019696857113178
"Hopx",1.26051526459542e-07,-0.820853547950595,0.742,0.935,0.00205426172671115
"Lcn2",1.36815484294247e-07,0.910698468839563,0.968,0.722,0.00222968194754334
"Itga3",1.58041864851231e-07,-0.906193063151752,0.581,0.854,0.0025756082714805
"Ccn2",1.58714248456667e-07,-0.954750325550511,0.484,0.823,0.00258656610709831
"Irf8",1.67212396411777e-07,0.666140712703306,0.935,0.804,0.00272506042432272
"Mapk3",1.68005866701284e-07,-0.792138730772669,0.774,0.932,0.00273799160963083
"Cd74",1.82681904881954e-07,0.39513768379431,1,1,0.00297716700386121
"Ikzf1",1.90201530520104e-07,0.622575258012412,0.806,0.4,0.00309971434288613
"Efnb2",2.04105830081024e-07,-0.93826124386857,0.323,0.716,0.00332631271283044
"Mapt",2.08302729436825e-07,-0.811992066503013,0.129,0.565,0.00339470958163193
"Cnp",2.23434236494934e-07,0.644441511877773,0.903,0.609,0.00364130775215794
"Lck",2.34550579861965e-07,0.695609145719036,0.839,0.582,0.00382247080001044
"Mxra7",2.54288815818555e-07,-0.899722675552509,0.548,0.836,0.00414414483139499
"Tnfaip2",4.22572175793927e-07,0.701132536408873,1,0.971,0.00688665874891362
"Runx3",4.81150313169483e-07,0.638857088971849,0.839,0.435,0.00784130665372306
"Klf2",4.8557712622016e-07,-0.882035992874663,0.452,0.831,0.00791345042600995
"Myh14",5.52392310859938e-07,-0.891006045141632,0.452,0.784,0.00900233749008442
"Hsd11b1",5.77256988393759e-07,-0.917224948386625,0.484,0.78,0.00940755713985309
"Tap2",6.26264300406078e-07,0.44255880131945,1,1,0.0102062293037179
"Marcksl1",6.35999063437593e-07,0.713570274971507,0.903,0.52,0.0103648767368425
"Jun",7.53575598751523e-07,-0.72546492631729,0.742,0.953,0.0122810215328536
"Hist1h1c",7.68288049488221e-07,0.582392084700757,0.968,0.876,0.0125207903425095
"Dock2",8.12535742159662e-07,0.605539693744274,0.742,0.381,0.013241894989976
"Rgs12",8.29382693408031e-07,-0.883637343475835,0.452,0.795,0.0135164497544707
"Sept4",9.21229240170037e-07,-0.863347197759576,0.516,0.83,0.0150132729270511
"Ptprb",9.59588310823063e-07,-0.861506633987641,0.323,0.717,0.0156384107014835
"Acp5",1.00081375599713e-06,0.634146097053334,0.71,0.322,0.0163102617814853
"Dusp3",1.05393402487036e-06,-0.782174368108983,0.71,0.894,0.0171759628033123
"Serp1",1.05715259343992e-06,0.617305972846546,0.839,0.604,0.0172284158152903
"Lhfp",1.17034199963452e-06,-0.808956085316137,0.613,0.865,0.0190730635680439
"Txndc5",1.30887994275706e-06,0.642087687194737,0.968,0.748,0.0213308164271119
"Mxra8",1.32527901539419e-06,-0.807518589923705,0.581,0.859,0.0215980721138792
"Pdia4",1.32755131849332e-06,0.611874757370829,0.903,0.575,0.0216351038374856
"Ighg2b",1.34874393817551e-06,1.22062008206177,0.871,0.503,0.0219804799604462
"Unc93b1",1.35631582883606e-06,0.547682326055864,1,0.936,0.0221038790625413
"Vasp",1.40513612000467e-06,0.534339897565723,1,0.935,0.0228995033477162
"Ccn1",1.48512651600891e-06,-0.855117258153553,0.484,0.803,0.0242031068313972
"Basp1",1.63511965062416e-06,0.707581787385112,0.903,0.63,0.0266475449462219
"Vars",1.84568141001642e-06,0.597595328413625,0.871,0.578,0.0300790699390377
"Ighg3",1.88509553094833e-06,0.836100526502697,0.742,0.303,0.030721401867865
"Stmn2",2.01047266636149e-06,-0.75147612446577,0.258,0.605,0.0327646730436932
"Thbd",2.13657662317571e-06,-0.801414667867212,0.355,0.659,0.0348197892278946
"Cyba",2.17217706907289e-06,0.490102055627126,1,0.993,0.0353999696946809
"Sdf2l1",2.19376383910171e-06,0.591402357714326,0.806,0.481,0.0357517692858406
"Scarf2",2.23033183926097e-06,-0.784907277674671,0.581,0.844,0.036347717984436
"Hist2h2bb",2.34102677293665e-06,0.580108955265224,1,0.901,0.0381517133185485
"Gimap9",2.34789133319731e-06,0.598130268446039,0.774,0.499,0.0382635850571166
"Prex2",2.45330127007112e-06,-0.857202831398414,0.516,0.77,0.039981450798349
"Gzma",2.52736265430467e-06,-0.83632974370743,0.548,0.821,0.0411884291772032
"Ccr6",2.5346866073979e-06,0.857254364800975,0.677,0.209,0.0413077876407636
"Sparc",2.58500075580126e-06,-0.806608675412624,0.419,0.779,0.0421277573172931
"Tuba1a",2.65313588981405e-06,-0.652756195004598,0.742,0.955,0.0432381555962996
"Trac",2.66390693074173e-06,0.580699806692926,0.71,0.379,0.043413691250298
"Apoc1",2.68854490449643e-06,0.744345958003969,0.935,0.62,0.0438152163085783
"Wwc1",2.96356659806144e-06,-0.779468039211,0.581,0.809,0.0482972448486072
"B4galnt1",2.96884337771771e-06,0.624139030177072,0.871,0.628,0.0483832405266655
"Sema3g",2.99772632352772e-06,-0.817088533461775,0.387,0.69,0.0488539458945313
"Coro1a",3.00522424171977e-06,0.574194372107409,0.806,0.484,0.0489761394673072
"Kctd10",3.02835462894776e-06,-0.697402047229809,0.806,0.915,0.0493530953879616
"Msn",3.03673937353988e-06,-0.543042229726781,1,0.991,0.0494897415705794
"Tpm1",3.22665558380847e-06,-0.686268453295528,1,1,0.0525848060493266
"Bhlhe40",3.3368476240219e-06,0.601926796782624,0.903,0.71,0.0543806057286849
"Capn2",3.59493199115395e-06,-0.684961074106645,0.871,0.924,0.0585866066598359
"Fmo1",3.90928571865923e-06,-0.824088472059377,0.387,0.766,0.0637096293569895
"Spib",3.95660728859943e-06,0.941810249558674,0.871,0.188,0.0644808289823049
"Irf1",4.06817860885644e-06,0.505108335391658,1,0.966,0.0662991067885335
"Klhl6",4.14602789310402e-06,0.608672419483664,0.645,0.289,0.0675678165739162
"Slc7a7",4.56944814228105e-06,0.587872097146946,0.613,0.303,0.0744682963747543
"Map3k1",4.62811635398511e-06,0.563299652595687,1,0.773,0.0754244122208954
"Kdr",4.62830883369564e-06,-0.786644163165148,0.516,0.828,0.0754275490627379
"Syngr2",4.74228049231351e-06,0.514711187265155,1,0.968,0.0772849451832333
"Hist1h1d",4.84331280339908e-06,0.601252029359207,0.903,0.735,0.0789314687569949
"Sftpc",4.92050030110535e-06,-0.335809307312616,1,1,0.0801893934071139
"Tapbp",4.96327644133725e-06,0.464467646637452,1,0.999,0.0808865161644731
"Slc2a1",5.03449883853431e-06,0.580342933933403,0.742,0.392,0.0820472275715937
"Hnrnpa2b1",5.06219561015398e-06,0.474910552517452,1,0.985,0.0824986018586794
"Tgfb1i1",5.30704858953945e-06,-0.674883157372272,0.774,0.926,0.0864889708637244
"Ctsh",5.33094697408601e-06,0.638625668413791,0.968,0.737,0.0868784428366798
"Blvrb",5.50720320712001e-06,0.613817638484491,0.935,0.675,0.0897508906664347
"Rogdi",5.51113341572217e-06,0.580736991471548,0.903,0.605,0.0898149412760242
"Pecam1",5.57586735660953e-06,-0.76032561331953,0.71,0.842,0.0908699103106655
"Bmp6",6.32178282365928e-06,-0.786892259684719,0.387,0.647,0.103026094677175
"Sema3c",6.75590740423647e-06,-0.813913640059453,0.323,0.69,0.110101022966842
"Pmp22",6.87160570658539e-06,-0.79339529739494,0.355,0.744,0.111986558200222
"Cdh5",6.95238200057088e-06,-0.743265787834259,0.323,0.641,0.113302969463304
"Il1rn",7.65282951406844e-06,0.793339863560147,0.839,0.589,0.124718162590773
"Ppt1",8.91192961840893e-06,0.486263199399982,1,0.984,0.14523771699121
"Traf3ip3",9.22296067254661e-06,0.598383016483478,0.677,0.267,0.150306590080492
"Ndufa4l2",9.22720594467772e-06,-0.689750538673545,0.258,0.578,0.150375775280413
"Rab27a",9.82441856338249e-06,0.54051124585112,0.968,0.799,0.160108549327444
"Tagln2",9.92597216600311e-06,-0.410798647387523,1,0.999,0.161763568389353
"Cxcl16",1.01648735629073e-05,0.567462109179919,1,0.871,0.1656569444547
"C1qc",1.02581157152421e-05,0.692916400203361,0.968,0.731,0.1671765118113
"BC035044",1.07596768809806e-05,0.548325309928741,0.677,0.304,0.175350454129341
"Cd36",1.08390847407018e-05,-0.700131839985381,0.645,0.856,0.176644564019217
"Tgm2",1.09514794315025e-05,-0.354882102338836,1,1,0.178476260295195
"Smad6",1.13145718296329e-05,-0.74550979732679,0.355,0.644,0.184393577107528
"Btg1",1.19560526201137e-05,0.555216617130309,0.742,0.538,0.194847789549993
"Tnfrsf13c",1.22476623767787e-05,0.772365467214462,0.742,0.208,0.199600153754362
"Dennd1b",1.25204998022482e-05,0.555996200827909,0.806,0.419,0.204046585277239
"Lims2",1.30488529830189e-05,-0.668794091524627,0.258,0.58,0.212657157064258
"Pcdh1",1.39288894925029e-05,-0.67011282565748,0.226,0.574,0.226999112059319
"Itga1",1.40025646620135e-05,-0.756177039912346,0.452,0.765,0.228199796296834
"Ablim3",1.46270551347527e-05,-0.717439800466354,0.29,0.65,0.238377117531064
"Cd3d",1.50059117343024e-05,0.563644392681906,0.806,0.394,0.244551343533927
"Pdgfa",1.5276207692461e-05,-0.597296733527871,0.806,0.952,0.248956356764036
"Utrn",1.54424359226341e-05,-0.631032922654753,0.161,0.584,0.251665378231168
"Ctsz",1.55982674882758e-05,0.51989554690038,1,0.953,0.254204965256431
"Magi3",1.61388202048008e-05,-0.686976447759854,0.516,0.832,0.263014352877638
"Anxa3",1.62505958238542e-05,-0.562208684167075,0.871,0.958,0.264835960141351
"Ankrd1",1.73543166987907e-05,-1.05554070942266,0.484,0.71,0.282823299240193
"Tspan8",1.78674057737493e-05,-0.735975751903782,0.419,0.736,0.291185111894792
"Tspan15",1.82583265516222e-05,-0.723644949993062,0.548,0.768,0.297555947811787
"Col4a2",1.89548533228482e-05,-0.525281412486031,0.935,0.986,0.308907244602456
"Fth1",1.95696932415885e-05,-0.16601784768395,1,1,0.318927290758168
"Arhgef17",1.97497749698979e-05,-0.720669808795943,0.548,0.761,0.321862082684426
"Jak3",1.98634332939455e-05,0.536385128706751,0.774,0.412,0.32371437239143
"Jcad",2.06446112938455e-05,-0.611455134108028,0.194,0.539,0.336445230255801
"Col4a1",2.09419095571746e-05,-0.53483293738315,0.871,0.973,0.341290300053274
"Cox4i2",2.25189940369126e-05,-0.753760583290407,0.452,0.698,0.366992045819565
"Eva1b",2.29549790269736e-05,-0.680683881236749,0.581,0.842,0.374097293202589
"Dnajb11",2.33394788797006e-05,0.518489375204842,0.774,0.449,0.38036348730248
"Hcls1",2.50457800536565e-05,0.546414218690318,0.806,0.547,0.408171077534439
"Rab5c",2.60860580672063e-05,-0.51837031966377,0.935,0.972,0.425124488321261
"Psmb9",2.63889166376155e-05,0.484560747956667,0.968,0.925,0.43006017444322
"Hspe1",2.65393512479438e-05,0.517593994649474,0.968,0.847,0.43251180728774
"Cyp1b1",2.65714270791458e-05,0.58926182019635,0.677,0.299,0.43303454710884
"Ogn",2.66853974590941e-05,-0.692040122585498,0.323,0.59,0.434891922390857
"Prickle2",2.77356944922187e-05,-0.65165392022538,0.258,0.609,0.452008613139688
"Trim16",3.03702452262825e-05,-0.722567708919387,0.419,0.69,0.494943886452725
"Rnf144a",3.11149441354037e-05,-0.731698720671516,0.452,0.681,0.507080244574675
"Paqr7",3.19691295609104e-05,-0.710687300099043,0.452,0.73,0.521000904454156
"Ednrb",3.22394654976178e-05,-0.624430893796406,0.065,0.446,0.525406569214678
"Cltb",3.2302009855006e-05,-0.515703244599617,0.871,0.972,0.526425854607033
"Ctsc",3.23155759958276e-05,0.524091162227145,1,0.93,0.526646942004002
"Pxdc1",3.33754736556513e-05,-0.648152424402337,0.677,0.848,0.543920094166149
"Arhgap45",3.35938842877097e-05,0.535299129904377,0.806,0.495,0.547479532236805
"Ankrd33b",3.57253058902674e-05,-0.687560019696051,0.387,0.687,0.582215310093687
"Crip1",3.7135005929842e-05,-0.490433703816774,0.903,0.978,0.605189191638636
"Cd3e",3.71974457291354e-05,0.512707897037976,0.71,0.385,0.60620677304772
"Iigp1",3.79501484819833e-05,0.580649394244708,0.903,0.649,0.618473569810881
"Id3",3.95655360685594e-05,-0.599239415112042,0.774,0.911,0.644799541309313
"Soga1",4.00037428319014e-05,-0.63737943489667,0.355,0.623,0.651940996931497
"Notch4",4.15711375496592e-05,-0.707706158043287,0.516,0.727,0.677484828646796
"Ptgis",4.20766186378414e-05,-0.663431088001734,0.613,0.822,0.685722653940901
"Bcam",4.25566049546448e-05,-0.596875171275845,0.806,0.901,0.693544990945846
"C130074G19Rik",4.26379878162187e-05,-0.692601901697119,0.419,0.737,0.694871287440915
"Nup210",4.35334602422946e-05,0.500296258438872,0.71,0.36,0.709464801568675
"Nfkbia",4.50290309167645e-05,0.443855564094787,0.968,0.957,0.733838116850511
"Abca1",4.66664908202193e-05,0.497546572568647,0.742,0.408,0.760523800897113
"Arhgap4",4.81558320463193e-05,0.517025453170669,0.71,0.421,0.784795594858865
"Snn",4.90281089807898e-05,0.529106482578871,0.839,0.682,0.799011092059931
"Arid5a",5.20811576900333e-05,0.50213151506709,0.742,0.426,0.848766626874472
"Pltp",5.2402789042826e-05,-0.665354740208949,0.516,0.769,0.854008253030936
"Shank3",5.27999084615933e-05,-0.700498917946987,0.452,0.708,0.860480108198586
"Zbp1",5.35009496959788e-05,0.585737704131605,0.903,0.797,0.871904977195367
"St6gal1",5.42259658954228e-05,0.495860843172627,0.871,0.445,0.883720566197705
"Lmna",5.46304098763155e-05,-0.512998533218066,0.774,0.96,0.890311789754314
"Spns2",5.5725587967115e-05,-0.650917722424825,0.355,0.659,0.908159907100072
"Clu",5.7175344077361e-05,0.69326377630855,0.903,0.771,0.931786582428753
"Ptpn7",5.78320685693086e-05,0.628853338892497,0.581,0.232,0.942489221474022
"Chpt1",5.89673751268699e-05,-0.718282742378088,0.548,0.82,0.960991312442598
"Ube2l6",5.95795693398603e-05,0.537937302187294,0.968,0.78,0.970968241531703
"Pink1",6.04381796005342e-05,-0.641255632952799,0.613,0.822,0.984961012949906
"Cst3",6.06230155893196e-05,-0.239154503699011,1,1,0.987973285059142
"Scn3b",6.26302878831286e-05,-0.593647314834414,0.161,0.549,1
"Tpt1",6.7496091775384e-05,0.381864145865608,1,0.999,1
"Qk",6.84245164630074e-05,-0.527998688529137,0.871,0.962,1
"Kctd12",6.97679909844919e-05,0.501564685753326,0.839,0.515,1
"Adgre5",7.02689586226068e-05,-0.539382645221047,0.935,0.958,1
"H2-M2",7.0852918736139e-05,0.741370100841395,0.742,0.204,1
"Stat1",7.21793522005612e-05,0.537117158092525,0.935,0.711,1
"Il2rg",7.47162710756017e-05,0.5135496489488,0.774,0.46,1
"Cyb5a",7.52918826545263e-05,-0.592525498650113,0.677,0.872,1
"Foxf1",7.55728440810281e-05,-0.654760575948159,0.29,0.639,1
"Cavin1",7.59427812374028e-05,-0.645559403476884,0.581,0.801,1
"Bank1",7.69921465501811e-05,0.873203691560961,0.71,0.175,1
"Fam174b",7.95081124525204e-05,-0.501443621685874,0.935,0.967,1
"Dbnl",8.01397042765917e-05,0.472102649754793,0.935,0.861,1
"Ncf4",8.23591267542427e-05,0.539141804129388,0.613,0.276,1
"Anxa5",8.47585234937745e-05,-0.513290961523697,0.903,0.956,1
"Heg1",8.51748053280671e-05,-0.637805280326239,0.581,0.822,1
"Cd72",8.66099423815098e-05,0.522097424059507,0.645,0.318,1
"Bag1",9.807432506542e-05,-0.585074132612277,0.548,0.851,1
"Icam2",0.000101944071604488,-0.667309073338038,0.516,0.722,1
"Hist4h4",0.000102895946547463,0.520117699351616,0.839,0.717,1
"Pgam1",0.00010794666781278,0.509815143970111,0.903,0.771,1
"Slc16a9",0.000110543943746103,-0.607807697872625,0.323,0.615,1
"Ehd4",0.000111382964467333,-0.551143520204122,0.839,0.928,1
"Mif",0.000111454255727794,0.56140777274226,0.903,0.593,1
"Mef2c",0.000115198636270759,0.479302926658257,0.677,0.403,1
"Impdh1",0.000115475184771664,-0.600283594960623,0.29,0.594,1
"S1pr1",0.000118449473472636,-0.573704323004905,0.29,0.557,1
