"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mef2a",0.0149548632124507,-0.281439689721926,0.484,0.533,1
"Cystm1",0.0165437818788321,-0.277387206182236,0.366,0.453,1
"Mprip",0.0167011489347913,-0.285356289430076,0.548,0.569,1
"Tspan8",0.020039070786483,-0.279920299350116,0.398,0.478,1
"Hspg2",0.025093134680851,-0.274527816686082,0.548,0.563,1
"Prelp",0.0251991387985068,-0.291733244312363,0.333,0.399,1
"Pde4b",0.0257490191028416,-0.264549227886793,0.495,0.526,1
"Esam",0.0305266488241439,-0.252588890813448,0.333,0.41,1
"Pltp",0.0313248058556822,-0.297830479275802,0.495,0.523,1
"Scnn1g",0.0376996458745843,-0.268131313785346,0.398,0.457,1
"Kank3",0.043181713508095,-0.255622950903082,0.409,0.451,1
"Hba-a2",0.0506678983910972,-0.327033310144402,0.29,0.361,1
"Eln",0.0590864716018226,-0.29148567130131,0.613,0.654,1
"Efnb1",0.0612958130152798,-0.257714697840008,0.419,0.458,1
"Cavin1",0.0634302158470001,-0.257444285828983,0.484,0.511,1
"Hsd11b1",0.0882343428343341,-0.283166070990494,0.473,0.474,1
"Shank3",0.115579495138489,-0.250475346477946,0.462,0.477,1
